environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,58,14,1000,77856259,77.85625900000001
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,59,14,1000,62970457,62.970457
CartpoleSwingupEnvLong-v0,PPO,balanced,base,60,15,1000,68974909,68.974909
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,61,15,1000,62625378,62.625378
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,62,15,1000,75260097,75.26009699999999
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,63,15,1000,24005,0.024005
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,64,16,1000,77856028,77.85602800000001
CartpoleSwingupEnvLong-v0,PPO,balanced,base,65,16,1000,74099794,74.09979399999999
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,66,16,1000,65124936,65.124936
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,67,16,1000,24287,0.024287
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,68,17,1000,23996,0.023996
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,69,17,1000,83073550,83.07355
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,70,17,1000,63229510,63.229510000000005
CartpoleSwingupEnvLong-v0,PPO,balanced,base,71,17,1000,74483927,74.483927
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,72,18,1000,65075793,65.075793
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,73,18,1000,24537,0.024537
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,74,18,1000,86964071,86.96407099999999
CartpoleSwingupEnvLong-v0,PPO,balanced,base,75,18,1000,76624239,76.624239
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,76,19,1000,77921112,77.921112
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,77,19,1000,65312895,65.312895
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,78,19,1000,24487,0.024487
CartpoleSwingupEnvLong-v0,PPO,balanced,base,79,19,1000,76221702,76.22170200000001
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,80,20,1000,64813031,64.81303100000001
CartpoleSwingupEnvLong-v0,PPO,balanced,base,81,20,1000,73449143,73.44914299999999
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,82,20,1000,77310338,77.310338
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,83,20,1000,23935,0.023934999999999998
CartpoleSwingupEnvLong-v0,PPO,balanced,base,84,21,1000,70858593,70.858593
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,85,21,1000,23895,0.023895
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,86,21,1000,63794989,63.794989
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,87,21,1000,78074555,78.07455499999999
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,88,22,1000,60787473,60.787473
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,89,22,1000,80176765,80.176765
CartpoleSwingupEnvLong-v0,PPO,balanced,base,90,22,1000,68546973,68.546973
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,91,22,1000,24236,0.024236
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,92,23,1000,77571126,77.571126
CartpoleSwingupEnvLong-v0,PPO,balanced,base,93,23,1000,71383524,71.38352400000001
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,94,23,1000,23976,0.023976
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,95,23,1000,62957512,62.957512
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,96,24,1000,60507679,60.507678999999996
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,97,24,1000,23926,0.023926
