environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,moderate,base,90,22,1000,73231699,73.23169899999999
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,91,22,1000,25279,0.025279
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,92,23,1000,84142900,84.1429
CartpoleSwingupEnvLong-v0,PPO,moderate,base,93,23,1000,73478409,73.478409
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,94,23,1000,24697,0.024697
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,95,23,1000,59770954,59.770953999999996
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,96,24,1000,62250654,62.250654000000004
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,97,24,1000,30668,0.030668
CartpoleSwingupEnvLong-v0,PPO,moderate,base,98,24,1000,68735663,68.735663
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,99,24,1000,79032212,79.032212
CartpoleSwingupEnvLong-v0,PPO,moderate,base,100,25,1000,68889616,68.88961599999999
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,101,25,1000,62300799,62.300799
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,102,25,1000,79248425,79.248425
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,103,25,1000,24247,0.024247
CartpoleSwingupEnvLong-v0,PPO,moderate,base,104,26,1000,73979314,73.979314
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,105,26,1000,67341684,67.341684
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,106,26,1000,78998488,78.998488
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,107,26,1000,24477,0.024477
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,108,27,1000,64952006,64.952006
CartpoleSwingupEnvLong-v0,PPO,moderate,base,109,27,1000,75758027,75.758027
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,110,27,1000,79373784,79.373784
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,111,27,1000,24166,0.024166
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,112,28,1000,24176,0.024176
CartpoleSwingupEnvLong-v0,PPO,moderate,base,113,28,1000,75708493,75.708493
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,114,28,1000,64950684,64.950684
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,115,28,1000,79281016,79.28101600000001
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,116,29,1000,83852306,83.852306
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,117,29,1000,64614262,64.614262
CartpoleSwingupEnvLong-v0,PPO,moderate,base,118,29,1000,73042918,73.042918
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,119,29,1000,36950,0.036950000000000004
UnderwaterDrone-v0,TD3,moderate,native_logic,0,0,1000,13916,0.013916
UnderwaterDrone-v0,TD3,moderate,base,1,0,1000,82282512,82.282512
UnderwaterDrone-v0,TD3,moderate,wrapped,2,0,1000,255887959,255.887959
UnderwaterDrone-v0,TD3,moderate,critic,3,0,1000,157697525,157.69752499999998
UnderwaterDrone-v0,TD3,moderate,critic,4,1,1000,157865455,157.865455
UnderwaterDrone-v0,TD3,moderate,native_logic,5,1,1000,13977,0.013977
UnderwaterDrone-v0,TD3,moderate,base,6,1,1000,84662711,84.662711
UnderwaterDrone-v0,TD3,moderate,wrapped,7,1,1000,253890118,253.890118
UnderwaterDrone-v0,TD3,moderate,critic,8,2,1000,166586349,166.58634899999998
UnderwaterDrone-v0,TD3,moderate,native_logic,9,2,1000,13736,0.013736
UnderwaterDrone-v0,TD3,moderate,wrapped,10,2,1000,262524977,262.52497700000004
UnderwaterDrone-v0,TD3,moderate,base,11,2,1000,86563838,86.563838
UnderwaterDrone-v0,TD3,moderate,wrapped,12,3,1000,256448017,256.448017
UnderwaterDrone-v0,TD3,moderate,critic,13,3,1000,167398998,167.398998
UnderwaterDrone-v0,TD3,moderate,base,14,3,1000,82523972,82.523972
UnderwaterDrone-v0,TD3,moderate,native_logic,15,3,1000,22232,0.022232
UnderwaterDrone-v0,TD3,moderate,wrapped,16,4,1000,256785130,256.78513
UnderwaterDrone-v0,TD3,moderate,critic,17,4,1000,156005037,156.00503700000002
UnderwaterDrone-v0,TD3,moderate,base,18,4,1000,83409200,83.4092
UnderwaterDrone-v0,TD3,moderate,native_logic,19,4,1000,26050,0.02605
UnderwaterDrone-v0,TD3,moderate,native_logic,20,5,1000,20248,0.020248000000000002
UnderwaterDrone-v0,TD3,moderate,critic,21,5,1000,172162715,172.162715
UnderwaterDrone-v0,TD3,moderate,base,22,5,1000,82762918,82.762918
UnderwaterDrone-v0,TD3,moderate,wrapped,23,5,1000,272873556,272.873556
UnderwaterDrone-v0,TD3,moderate,wrapped,24,6,1000,274947201,274.947201
UnderwaterDrone-v0,TD3,moderate,native_logic,25,6,1000,13977,0.013977
UnderwaterDrone-v0,TD3,moderate,critic,26,6,1000,175906866,175.906866
UnderwaterDrone-v0,TD3,moderate,base,27,6,1000,80591196,80.591196
