environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,4,1,1000,23625,0.023625
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,5,1,1000,71160578,71.160578
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,6,1,1000,64471921,64.47192100000001
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,7,1,1000,83370236,83.370236
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,8,2,1000,82597131,82.59713099999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,9,2,1000,73828687,73.828687
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,10,2,1000,59980985,59.980985000000004
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,11,2,1000,24917,0.024917
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,12,3,1000,78771394,78.771394
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,13,3,1000,69596765,69.596765
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,14,3,1000,61750660,61.75066
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,15,3,1000,24006,0.024006
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,16,4,1000,67222447,67.222447
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,17,4,1000,79845814,79.845814
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,18,4,1000,62579150,62.57915
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,19,4,1000,25348,0.025348
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,20,5,1000,74738422,74.738422
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,21,5,1000,81273567,81.273567
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,22,5,1000,65351288,65.351288
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,23,5,1000,23545,0.023545000000000003
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,24,6,1000,70268747,70.268747
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,25,6,1000,85412822,85.412822
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,26,6,1000,67710197,67.710197
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,27,6,1000,23375,0.023375
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,28,7,1000,72362521,72.36252099999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,29,7,1000,79489414,79.48941400000001
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,30,7,1000,66748002,66.748002
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,31,7,1000,23115,0.023115
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,32,8,1000,63999699,63.999699
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,33,8,1000,76339265,76.339265
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,34,8,1000,80939109,80.939109
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,35,8,1000,23064,0.023064
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,36,9,1000,66399047,66.39904700000001
